review,sentiment
this movie is proof that film noire is an enduring style  and extremely worthy of stay alive  for me  it is he best example of film noire since chinatown it will  unfortunately  never get the recognition it deserves  it was never promoted properly when it was first released and has had to build its cadre of fans through venues like vanguard cinema and word of mouth rental referrals i highly recommend that people looking for something more than mindless entertainment rent this movie and delved into its highly convoluted plot ,1
the movie may be great  i just watched it last night  but feel unable to give an honest opinion of it because i read the book first  the book is so much better than the movie that i was disappointed with the film  if you plan to watch  of human bondage   don t read the book beforehand  on the other hand  the book is so good  and contains so much more than the love affair phillip has with mildred  you could still enjoy it after seeing the movie  i do not make this claim lightly  i average reading a book every   days  and read such disparate authors as danielle steel  ovid  faulkner  plato  and shakespeare   of human bondage  gets my vote as one of the top ten novels ever written ,1
yet again  director j  lee thompson unites with actor charles bronson for a violent and uncompromising action flick  in fact  this is probably bronson s most brutal film  quite a feat for a man who appeared in death wish  ten to midnight and chato s land   however  brutality doesn t on its own make for a good film  and the evil that men do is ultimately a disappointment  if you were to take away its brutality the film would have precious little else of interest  the story is about a retired hitman  bronson  who lives a cosy life on a caribbean island  he is persuaded to come out of retirement to track down and eliminate a sadistic torture doctor who has been plying his vile trade around various south american hell holes  throughout the film  especially at the beginning  we are treated to some graphic torture scenes to show us just what a nasty piece of work he is  these themes are actually quite serious  torture does go on in suppressive latin american dictatorships  and everyday folk are made to suffer some despicably painful experiences simply for voicing an unpopular viewpoint  but the evil that men do   for all its worthy posturing   isn t really bothered about the plight of these poor people  it is bothered purely with giving charles bronson an excuse to blow away some unpleasant scum bags  it s just an exploitative actioner which hangs its coat on genuine issues  the torture sequences make you  the viewer  feel like a dirty  sick in the head voyeur  rather like someone who gains pleasure from viewing  snuff  movies  the script is full of horrid dialogue  including some excessive descriptions of acts of torture  the evil that men do fails to explore its disturbing ideas    its serves them up as entertainment and asks us to enjoy them  sorry  but that s just wrong ,0
there are very few movies that are so funny as this one  i was lucky enough to watch this movie at a theater  reserved  for movie buffs like me  so it was not so embarrassing sitting there laughing till my jaw was completely sore and my shirt sleeves were all wet from drying my eyes   at times the story was a bit  slow   but that is perhaps for the best   a bit of rest in between the rolling amongst the aisles  i nearly fell out of the seat     was most welcome ,1
honestly  i have to admit that i go and see certain stupid films based on the hype they have generated or are currently generating  this dumb salman khan   govinda feature is one of those stupid films  okay  by now we ve all seen  hitch  starring will smith as a date doctor trying to help out odd people find true  then why would we need to see salman khan re enact this  therein lies the         question  in case you were wondering  govinda plays the oddball in search of the love of his life  an unreachable socialite  played by katrina kaif lara dutta is along to play sallu s eva mendes  and sallu s real life love kaif pretty much plays her character like every role you ve see her in thus far  no stretch no acting required  and for nearly three and a half hours we get tortured with spoofs of other bollywood films and characters or better yet we get treated to low rate performances of past hit films  rajpal yadav co stars  f,0
complete drivel  an unfortunate manifestation of the hypocritical  toxic culture of a decade ago  in this movie  pedestrian regrets for slavery go hand in hand with colonialist subtexts  the annoying redhead feeding shaka rice    forget historical reality too  didn t most western slaves comes from west africa  an american slaver easily capturing shaka with a handful of men   finally  david hasslehoff could not have been any more obnoxious  one can only ponder  how would he have fared in the miniseries   promptly impaled most likely   the miniseries was superb  and it is unfortunate that dh should have gotten his hands on something unique  and made it mundane   i tend to think that he had hand in creating this fiasco  ,0
what the  beep  is going wrong with disney the last years  are there totally run out of good ideas  where is the magic  where are the good animators  the good songwriters  the good directors  the good    okay  i know  walt himself and the famous  nine old man  can t come back  but is this a reason to crank out countless of those cheap sequels and slowly but surely destroying the ideals of walt disney  i never rent or bought a disney sequel of what movie however  because i had read much enough about its  absence of  quality  but  atlantis  milo s return  was aired today on tv in germany and so i watch it  it confirmed my doubts about sequels  it was absolutely boring  flaw animation  primitive color rotation  simple characters  some unsuccessful tries to simulate the famous multiplane camera with cgi  mediocre music and a patchwork of different  simple stories  it looks absolutely not like disney  not like disney i know  it looks like one of the countless  cheap and simple animation series like  dragonballz    beyblade  etc  that aired every day on tv for children my first reaction after showing this crap  was to load  bambi  in my dvd player  to see disney s immortal magic  depth  spirit and charm again  to see disney on its climax again  to see the awesome art of handmade animation again   bambi  was the first  and until today the only  movie that i give    out of    stars  but  atlantis  milo s return   no magic  no depth  no charm  no spirit    it deserved only   out of    ,0
hotel du nord is a gripping drama of guilt in which marcel carne portrayed an entertaining tale of ill fated love which also functions as a revolt against the cruel world the film is based entirely on a pair of hapless lovers pierre and renee were mistaken when they believed that suicide would put an end to their misery hotel du nord has its own inimitable charm as its inhabitants have become an essential part of the establishment there is an element of togetherness as everyone flocks to hotel du nord to eat chat etc marcel carne has remained true to the spirit of the films produced in   s and   s as hotel du nord has a certain kind of nostalgic feel carne while recreating the life of parisian roads was able to create a sort of nostalgia for black and white giving a unique genre of poetic realism to his oeuvre hotel du nord can be termed as a quintessence of cinematographic populism the   th july ball scene on the banks of saint martin canal remains a magnificent sequence the film s immense popularity can be judged from the fact that hotel du nord has been declared as a national monument ,1
this is  without doubt  one of my favourite horror films ever  i really cannot believe that it didn t gain much more popularity when it was released  especially when the main contenders at the time were the usual wes craven sequels and copycat horrors  mute witness has all the style  suspense and quickfire plot twists of a hitchcock depalma movie  coupled with some very sharp black comedy and a great plot  it never promises to be any more than a good popcorn and hot dog movie  but it is difficult not to just enjoy the film for what it is the plot centres on billie hughes   a mute girl working on the set of a horror film being made in a russian factory  by a series of events  she finds herself accidentally locked in  and stumbles on the filming of a snuff movie one of the best things about the film is the lack of screaming that seems to invade every horror film ever made  as the main character is mute  she cannot make a noise   something which is a blessing at some stages of the movie  and a curse in others the director seems to have studied his hitchcock very well  even the opening scene is a tongue in cheek nod to both hitchcock s  psycho  as well as fairly generic slasher movie scenes while the acting can be hammy at times  the whole film does hold it together  not only throwing in a couple of excellent scenes that put you right on the edge of your seat  but a few neat little questions about how the film is going to end all in all  a hugely overlooked  well paced and action packed psycho thriller which i would recommend for any jaded viewer looking for something a little different from the usual freddy jason scream michael myers damien regurgitation s at hallowe en ,1
i was utterly disappointed by this movie  i had read some of the other reviews here and had much higher expectations  i expected a drama with more intense character development  but that never happens in the movie  daniel day lewis is a good actor  but not as good as some reviewers here would have us believe  i tought he repeated the same set of   or   movements in the movie  i would rate his performance   out of    acting    out of    direction is   out of     script is the worst    out of     i deleted the movie from my dvr at    mins  into the movie  much better movies out there than this   ,0
 dressed to kill  has been more or less forgotten in critical circles in the past    years  but it is a true american classic  a film which is much more than just a glossy thriller i sincerely hope the dvd release will give more people the chance to hear about it and see it ,1
this is another one of hitchcock s highest rated movies and rightfully so  this is a tale of two men who meet on a train and playfully exchange murder fantasies  one of them  robert walker  takes it seriously and this leads guy haines  farley granger  to trouble with the law  another fast moving hitchcock movie with lots of great scenes  the carousel scene and the tennis match are worthy of mentioning   not a movie to be missed  it is a shame that no one will re release this on dvd with loads of extras  just a cheap warner brothers dvd is all thats out there now ,1
first off  the alien saves a little black boy as well as a mexican  despite what the imdb plot summary suggests  this film is the fulfillment of the purest of male fantsies  interracial rape  the main character in this film is a george michaelesque dope  who doesn t understand primal human urges like drug abuse and murder  in fact  every time he uses violence to solve a problem he has an internal conflict that physically hinders him  what a square  in any case  my favorite scene is when he writes the gang members a letter stating if they want the     bucks they get from the reading center for protection they must meet with him  at the meeting he is surrounded by countless chicano gangsters  but he keeps a cool head  in slow motion  he punches the wooden post of a stop sign that shatters upon contact  then  still in slow motion  points at the leader of the gang and says   noooooooooooooooooooo  mooooooooooooore   the gang members comply  cool  right  the beauty of this film shows through in these simple solutions to social problems like prostitution and gang violence ,1
well i guess i know the answer to that question  for the money  we have been so bombarded with cat in the hat advertising and merchandise that we almost believe there has to be something good about this movie  i admit  i thought the trailers looked bad  but i still had to give it a chance  well i should have went with my instincts  it was a complete piece hollywood trash  once again proving that the average person can be programed into believing anything they say is good  must be good  aside from the insulting fact that the film is only about    minutes long  it obviously started with a moth eaten script  it s chock full of failed attempts at senseless humor  and awful pastel sceneries  it jumps all over the universe with no destination nor direction  this is then compounded with                              yes i ll say it  bad acting  i couldn t help but feel like i was watching  coffee talk  on snl every time mike myers opened his mouth  was the cat intended to be a middle aged jewish woman  spencer breslin and dakota fanning were no prize either  but mr  myers should disappear under a rock somewhere until he s ready to make another austin powers movie  f   no stars    on a scale of       save your money ,0
as a fan of old warner brothers gangster movies i had to check this out its the  nd best movie in the adventure classics dvd set that also had one of my favorite movies scott of the antarctic on it this was made in      a good year for a lot of warner brothers movies it boasts a great cast john garfield claude rains ann sheridan and the dead end kids who would be later known as the bowery boys at monogram pictures  well a boxer garfield gets framed for a murder he did nt commit and is on the run and being tailed by a tough new york detective claude rains  he ends up at a fruit picking place run by a pretty woman gloria dickson and the dead end kids huntz hall leo gorcey benard punsley  billy halop bobby jordan gabreil dell he later returns to boxing but tries to keep a low profile this was directed by famed director busby berkley who directed timeless classics like   nd street goldiggers of      and    footlight parade and many others i would like to give a shout out to platinum dvd video for putting out a lot of good budget priced dvd s like adventure classics see my scott of the antarctic review i give they made me a criminal    out of    great movie  ill have to point out that i have only seen   john garfield movies this one and body and soul i thought he was a very good actor ,1
while watching the film  i m not sure what direstion it was to take  there s a reason a writer shouldn t direct his work and even act in it as well  you can t do it all  i felt the story really suffered in this film due to the director wearing so many hats  ms  mcteer is the film  to add to her amazing talents  her portrayal of this woman was why i was engaged  here is a british actress who can do anything  in my view  conflict is what makes drama and a great story  i felt this film didn t have that  everything was somewhat easy for the characters  there were no real obstacles preventing the chahracters from getting what they wanted  watch the film for the sweetness  but most of all for ms  mcteer s brilliant performance ,0
 the plainsman  represents the directorial prowess of cecil b  demille at its most inaccurate and un factual  it sets up parallel plots for no less stellar an entourage than wild bill hickok  gary cooper   buffalo bill cody  james ellison   calamity jane  jean arthur   george armstrong custer and abraham lincoln to interact  even though in reality lincoln was already dead at the time the story takes place  every once in a while demille floats dangerously close toward the truth  but just as easily veers away from it into unabashed spectacle and showmanship  the film is an attempt to buttress custer s last stand with a heap of fiction that is only loosely based on the lives of people  who were already the product of manufactured stuffs and legends  truly  this is the world according to demille   a zeitgeist in the annals of entertainment  but a pretty campy relic by today s standards transfer  considering the vintage of the film  this is a moderately appealing transfer  with often clean whites and extremely solid blacks  there s a considerable amount of film grain in some scenes and an absence of it at other moments  all in all  the image quality is therefore somewhat inconsistent  but it is never all bad or all good   just a bit better than middle of the road  age related artifacts are kept to a minimum and digital anomalies do not distract  the audio is mono but nicely balanced extras  forget it  it s universal  bottom line  as pseudo history painted on celluloid  this western is compelling and fun  just take its characters and story with a grain of salt   in some cases   a whole box seems more appropriate ,1
this film was a mexican made horror film from the late   s  it s not that good  but really not so bad either  there is plenty of schlock and it is padded pretty heavily with nudity and violence  but it had a plot and at least tried to keep to it  even if the plot was the same damn frankenstein inspired  don t tamper in god s domain  b movie fare   there was some padding mixed in with the female wrestling  but it was made in mexico and wrestling does seem to be popular in mexico the plot is that a doctor wants to save his son  who is dying from leukemia  the other doctors have given no hope for the poor guy  but dad has the idea of transplanting a gorilla s heart for his son s to save his life  i don t know  i m a lawyer not a doctor   the transplant works  but sonny boy ends up becoming a man ape who terrorizes nude women and kills anyone who gets in his path  there s also a subplot involving a cop and his girlfriend who is a wrestler  this really didn t add too much  but if they wanted to throw in some masked female wrestlers here s a good reason to do so  the film was kind of cheap  but not too bad for a b movie of the day  the plot was basically just recycled and there were a few things that weren t tied in that well  however  this film is kind of fun in its own way  i don t know why  maybe because it s a mexican horror film and sticks out in my normal bad movie diet   i guess it may be because it s a mix and mash of some very weird things watch it if you like cheesy foreign films  nudity  and female wrestlers ,0
a masterpiece of comedy  a masterpiece of horror  a masterpiece of romance  if there is anything negative to say about a chinese ghost story  it might be that the special effects looked dated in comparison to modern technology  the film has a simple premise  a poor debt collector has to stay in a secluded area while trying to collect a debt  of course  it happens to be haunted as well what i wasn t expecting the first time i saw this film is that it s one of the most touching love stories i ve ever seen  that is without losing any of the slapstick comedy that will have you in stitches  unlike some films of asian cinema  a chinese ghost story isn t hard to swallow for those that aren t versed in chinese culture  indeed  it plays on timeless  cultureless themes of the paranormal and romance think evil dead    if they had thrown a wonderful love story into the mix  this film is for real  despite being overlooked by many  it s absolutely among the best i ve ever seen  it s ability to combine the best aspects of multiple genres  and cross cultural boundaries in order to appeal to humanity everywhere  is nothing short of fantastic  highly recommended        ,1
this film broke a lot of ground and receives on the whole a lot less credit than it s due  it touches on a topic that is ever present in our daily lives  but which is seen as a phenomenon so common that it does not merit discussion  this phenomenon is that of caregivers  be they doctors or  as in  broken promise   a senior social worker  who abuse their position in order to harm those they have been charged to protect in broken promise  patty clawson and her family are abandoned by their parents  but are soon picked up by local law enforcement  faced with the certain prospect of foster care  patty begs a young social worker to keep her and her brothers and sisters together  this social worker approaches a senior member of another department  but his request is denied the children are parcelled off to seperate homes  thereby following the prevailing opinions of the day and ensuring a  clean break   but it is this event  the  broken promise  which gives the film it s name  which causes the dramatic tension that is to continue throughout the film  angered by the young social worker s apparent betrayal  patty clawson runs away from the foster home she has been sent to faced with the daunting task of finding her family in a climate where the ideal is seen to be a complete separation from the past  she does the only the thing she can to ascertain their whereabouts and breaks into the senior social worker s office to steal the casefile apprehended soon after she finds she has made a dangerous enemy  furious at the embarrassment this little girl has caused him and his department  the senior social worker decides to use his power and authority to destroy her  something that legally he is quite capable of doing                this topic  of the harm of caregivers to clients  is relatively taboo  it certainly has been touched on very little in films as few directors wish to tread the path that would imply that caregivers cause harm i think that this film plays a very important role in making the public more aware of this sort of thing  the case portrayed is not only plausible  but has probably happened many times before to many other children all over the world  this film is critical to changing public opinion in order to get rid of the laws that protect harmful people like the senior social worker in  broken promise  i strongly recommend broken promise  it is especially appropriate viewing for trainee social workers  psychiatrists  psychologists  doctors  and other caregiving professions  it is a lesson in avoidance that should be taken to heart            in terms of the acting in  broken promise   melissa michaelsen plays a superb part as patty clawson  especially in films such as this believability is critical  if the viewer did not identify with the character of patty  the whole message of the film would be in jeopardy  it s unfortunate that melissa doesn t still act in films today  as her performance in  broken promise  shows her to have had exceptional talent ,1
another enjoyable warner flick  i really liked john garfield in this  though i m wondering why cagney wasn t in the role  perhaps it was too similar to angels with dirty faces  i mean  it s another dead end kids story of sorts too  but i really appreciated them here and this film had a lot of nice comical touches along with some good serious drama  the boys work great with garfield  a nice sequence was the whole  swimming  scene which starts out with no cares but winds up coming too close to disaster one negative comment  claude rains was grossly miscast  as the detective  the fine actor seemed as out of place here as a nun in a whorehouse ,1
you could see the final outcome from a mile away all the signs were there    the prom the liquor the fast ride the distraction of the females     a good commercial for seatbelt usage and later model vehicles that sit the passengers further back from the windshield also the ending is rather anti climatic as the ford econoline van barely suffers a crease across its nose after hitting a bridge abuttment at high speed  highly unlikely  more damage to the van would have made it a little more believable and why do these films always take place during after a prom  is it a case of once you survive the prom you will be good for life  more than anything else it shows the lack of policing the prom for liquor and not keeping tabs on the minors who are leaving the dance for a joyride ,0
i m sure i saw future kill for the same reason as most people  the awesome poster by hr giger  and like everyone else  i was disappointed to find that the movie could not live up to the poster  giger said that director moore actually begged him to do it   when i first saw this  at the age of     i thought it was the worst movie ever made  i d still think that if i hadn t seen certain movies on mst k since then the plot has a bunch of annoying college boys driving into the  mutant city  to kidnap a gang leader for their fraternity  that s when they meet splatter  ed neal   a mutant cyborg psycho who kills the gang leader and blames it on the frats as an excuse to hunt them down and seize power  the rest of the movie consists mostly of chases  a hand full of frats try to battle their way out of mutant city  which i think is supposed to be la  even though it was made in texas   there s some pseudo political stuff about the frat boys  society being pro nuclear weapons and the mutant society being anti nuke  there s talk of how splatter became a freak due to radiation  most people develop cancer from radiation  but splatter just shoots spikes and slaughters girls  yeah  that makes tons of sense  at one point  our heroes rescue a mutant girl from two pro nuke police  and she shows them  how the other half lives   the other half  it turns out  are all punk kids who dance around to a bad   s pop band  so our little epic is both dumb and dated  that s really all there is to it  frat boys running around in messed up buildings while guys who look like bikers try to kill them    oh  and it s the future i don t think you ll have any doubt about why ron w  moore never made another movie  this thing is a real stinker  if you like giger  buy his books  they have the poster without the horrors of the movie   or just watch alien again  future kill is a waste of time that nobody needs if this description makes the picture sound good  there s another crappy movie that does the same thing  only bigger and better  after the fall of new york  it s crap  but it blows future kill off the screen ,0
the screen play is very bad  but there are some action sequences that i really liked  i think the image is good  better than other romanian movies  i liked also how the actors did their jobs ,0
i didn t even knew this movie existed until shortly after seeing blade  trinity  i was messing around on the trinity board when i saw some user mention how the wes craven series is a lot better then the  crap  that s blade  so i did my quick research  checked the scores on imdb   rottentomatoes for dracula  ascension  and somewhere along the search i found out that this is a sequel to dracula       i also noticed that within the wes craven dracula boards there was a real strong following for this movie which is a big contradiction to the scores i was seeing now let s take a quick personal recap here  i remember seeing dracula       and i remember not liking it at all  and then seeing the scores of dracula  ascension just lowered my expectations even more  but then again  i m the type of person that truly needs to watch the movie myself  any movie  so that i can form my own opinion a couple of things i went in knowing when i started watching this movie was that it s low budget  so because of that  i m going to have to ignore a lot of the v fx and just figure it s going to compensated by story   acting  i was also slightly impressed by some of the casting in this movie  jason london  roy schieder   jason scott lee oh geez  this movie was cheesy  but cheesy can be entertaining at least  i found it pretty fricken laughable  the bad audio synch from the re recording of dialogue in a few scenes  the stupidity of the characters in this movie  sure they all knew about vampires and some of the basic things  luke even had a book on it  but did it prevent them from wanting to purposely get  infected   nope  this is worst then slasher flicks where the girl has to get out of the shower and check out the noise she hears with nothing more than a towel on i also must ve blinked at some point  because i m not sure how  dracula  got clothes on his body  especially since he s big wild and angry   i figure if i was in that situation  i wouldn t want to be the one dressing him so the movie ends like any middle movie of a trilogy  it doesn t  instead it s a  cliff hangar  where i now get to wait for the  rd installment  legacy   oh the entertainment value of cheesy movies ,0
i have seen the film a few days back on a video tape and even though it was hard to swallow it at one take  because of its length and story   i liked it very much  i was impressed first  by the script and then  by the realization of this script  the film takes you on a ride  but that is not an easy  joyful ride  it goes through time and different political regimes and shows the influence of them to ordinary people s lives  what i loved was the inner logic the film followed  logic  which just like logic in life  was rather illogical and confusing at times but in the end  when i thought about it  all the events and twists made sense  it makes no sense though to try to re tell the story as it spreads in more than    years of time  i also liked very much nikita mikhalkov s character aleksei and the way he played it  as some critics would saw  with restless abandon  what i didn t like about it  was that i think he later played characters that remind me of aleksei in films like  cruel romance   zhestokij romans  which i actually love  and to some extent in  the insulted and the injured    unizhennye i oskorblyonnye     sibiriada  shows  i think  what a great film maker andrei konchalovski was before he went to hollywood and made forgettable films like  tango and cash  and less forgettable like  runaway train   i would prefer  kurochka ryaba  to them   ,1
disappointing and undeniably dull true crime movie that has poorly cast character actor jeremy renner languidly mumbling his way through the title role of jeffrey dahmer  who was easily one of the last century s most recognizable degenerates serial killers  released straight to video back in early        dahmer  is an overtly talky  boring  badly acted and virtually bloodless snore fest of a true crime drama that never truly delves into the monstrous and demented psyche of the late mass murderer like it had the perfectly good potential to do  what it does  however  attempt to do for reasons unknown to me is evoke some sort of sympathy in the viewer for the man by portraying him out to be what is ultimately a lonely  nebbishy and severely socially inept homosexual loser who was simply lookin  for love in all the wrong places as opposed to the cold  calculating and depraved sicko and madman that he was  overall       s  dahmer  is one that true crime buffs everywhere might as well skip because i m not kidding when i say that it s one of the worst serial killer biopics ever done  it s even sorrier than other pathetic and exploitive straight to video trash like  gacy    bundy    ed gein  and  the night stalker    turkey zero stars ,0
i really tried to like this movie  it deals with an important problem in any society  sex addiction in this story we learn that you can lose everything when you re addicted to sex  in this case  our main character and hero  for having non stop sex with all kinds of women  crazy  kinky  neurotic  puts in jeopardy his marriage  job  and even his life the production values are terrible  mainly the acting  oh  you won t enjoy any of the sex scenes  most of them are done in very poor taste and you might think you re watching a home made flick second  the plot is just non sense  how could such a smart and beautiful wife stand all the nasty stuff from the husband  how could she believe him   the threesome situation is priceless and will make you chuckle for a while also  the scene with the black movie theater attendant is just pointless and will leave you thinking  wtf    scenes like those you will find plenty  avoid this movie  please  avoid it  it s not soft core  it s not a documental  it s not a dramatic feature  it s a pretentious effort form a so called documentary director or whatever only mrs  kinski s legs on display are worth the watch  i caught it on hbo and i m glad i didn t spend my money on it  but those    minutes of my life won t come back ,0
i guess if you like watching dudes get  pumped up  to outrageous sizes this is right up your alley otherwise it s an exercise in ego  i don t need to do either anyhoo it s of historic interest i guess to see how these muscle positive and brain negative chumps got that way before after and in between steroids  but otherwise this isn t going to influence many guys and as for women well i m not one so i can t say    ,0
in the first one it was mainly giant rats  but there were some wasps and a giant chicken too  this one  however  is just giant rats period  well giant rats and one really growing little boy  this one is about this growing boy and a scientist that is trying to help him so he accidentally creates giant killer rats   you know how it is  this movie has some kills and its moments  but i find it to be on par with the original  i just prefer some variety in my giant creature movies  well  that is not true   i actually like  empire of the ants   maybe i just do not care for giant rodents  all in all a rather drab movie though it does have one rather odd turn of events in this one dream sequence that is truly bizarre  i just can t recommend this one ,0
julia  kristina copeland  travels with her husband steven harris  steven man  and their baby son alex to spend a couple of days with her family in savage island  an island of their own  the couple expects to resolve their issues along the weekend in the remote island  while waiting for the boat  julia and steven meet two weird men in the harbor  and when her brother peter  brendan beiser  arrives  he explains that a family of hillbilly squatters is living in the island  the reckless peter smoke pot while driving the truck in the night and turns the headlight off to show off  however  he accidentally runs over the young son of the savage s family  but in the dark he believes he has hit an animal  later  the savage family claims alex as a compensation for their lost son  the young family does not accept the trade  and they initiate a deadly war between families  savage island  is a very low budget movie  with a stupid screenplay  amateurish cinematography but surprisingly good acting  the flawed story is totally absurd  and there are many unbelievable situations  for example  how could two men leave two women with the baby alone in the road during the night with the menace of the deranged family  the logical procedure would be going immediately to the continent and bringing police force to rescue peter  then the young family vanishes  julia and steven leave their car in the continent and their house and friends  and nobody chases them  peter calls his sister julia of alex when he arrives with the boat in the beginning  there are so many flaws in this flick that i could spend many lines writing about this subject  i believe this film was filmed with a home video camera so awful the images are  the good cast deserved a better material to work  my vote is four title  brazil    ilha de sangue    island of blood  ,0
after a long period in the space  looking for the remains of planet krypton  superman  brandon routh  returns to earth  he misses lois lane  kate bosworth   who got married and has a son with richard white  james marsden   meanwhile  lex luthor  kevin spacey  plots an evil plan  using crystals he stole from the fortress of solitude  to create a new land and submerge the usa after so many delightful movies of superman with the unforgettable christopher reeve  or tv shows like  lois and clark   and teri hatcher  or  smallville   a great expectation was created for the return of superman in this bryan singer s version  unfortunately  the awful story is too long and boring  with many unnecessary parts  lack of emotion and overrated in imdb  in addition  the romance between lois lane and superman is something shamefully ridiculous  the twenty two years old actress kate bosworth is wrongly miscast  playing the role of a mature reporter and experienced mother of a five years old boy  brandon routh is two years younger than tom welling  who plays a teenager clark kent in  smallville   the character of parker posey  kitty kowalski  is actually a silly caricature  last but not the least and in spite of being a terrific lex luthor  kevin spacey is forty five years old  therefore older and older than the rest of the lead cast  the corny conclusion looks like a soap opera and is terrible  my vote is four title  brazil    superman returns ,0
realistic master piece  thirty years later  the pictures can look a bit old  but actually  it only accurate the  fist in the face  effect of the movie  i never saw in my whole life a film like this one  first time i saw it  i didn t know if it was a fiction    and it didn t looked like    that movie is a masterpiece that every single person in the world have to see  it s the best ever society critical movie  the ultimate movie that demonstrate that the system is down  and the system has not change a lot  in thirty years  i think this movie would have to be watched as an education piece ,1
the brain that wouldn t die is one awful piece of film that stinks from the opening credits  it s got all the classic signs of being bad  unbelieveable plotline  terrible acting  low grade sets and lighting  the plotline goes like this  when a doctor and his fiancee get caught in an accident  she gets decapitated and he picks up her head and takes her to his lab  where he sets up her head in a pan with some special liquid that keeps it alive  i ll bet virgnina leath  who played the head in a pan had to spend a lot of uncomfortable time wearing that pan around her neck and squatting under a table  anyway  the doctor then tries to find her a new body  and hires two strippers so she can chose one to have her new body  bad all the way through  so bad it was torn to pieces on mystery science theater      ,0
i just saw this wonderfully filmed movie that captures the essence ofhigh brow nyc  or any big city of mid century america  the colors  thecars  the clothes and the coming of the womens movement  it reflects thecomf cozy attitudes of relationships between men and women in thecorporate world  in some ways  things gave changed and in others  theyhaven t changed at all  women still want what men have today  but theynow have all sorts of laws and equality mandates to get it for them  inmy opinion  beautiful women will still throw themselves at men inpursuit of thier goals  the laws we have now against harrassment andall  were passed by unattractive women who wanted an equal chance tocompete with prettier women who might be getting the positions soleybased on thier looks and puting out  the real competition isn t betweenmen and women  but women and women  i liked the look and feel of the movie but the world hasn t changed asfar as what real,1
alright this movie might have been good if there was a plot behind it  the title didn t even fit the it after the first ten minutes  the wind didn t have a whole lot to do with the rest of the movie  the acting was sub par and the writing reminded me of something you would read in a children s book of scary stories  as far as horror movies go this shouldn t even be classified as one  this was a disgrace to horror and thriller fans everywhere  i hate to be so harsh but i felt i want the time i spent watching this movie back  hopefully there will not be a follow up to this  this movie should be locked in a vault and never released to the public for viewing ,0
dreamy young ashton kutcher  as tom stansfield  wants a date with sexy blonde tara reid  as lisa taylor   ms  reid thinks mr  kutcher is gay  kutcher works for reid s father  an anal retentive terence stamp  as jack taylor   kutcher agrees to  housesit  for the boss  believing it will get him closer to reid  mr  stamp has a pet owl named  o j    who becomes a toilet cokehead  this is a film to get your restricted to  g rated  pre teens ready for raunchier  r rated  fare  it will help if they haven t seen the plot before  and especially like moronic potty humor  remember  people get paid to act like this    my boss s daughter        david zucker   ashton kutcher  tara reid  terence stamp,0
i rented this because i m a bit weary of    s nbc programming and apparently i saved myself a lot of money  i have nothing against any of the actors and for their credit they do a good job but this show is flawed from the premise we have a character who is unlikable  he s full of flaws  not enlightened  and a complete jerk on a good day  yet the reason why anybody should care just isn t there  while creating an american sitcom centered around a complete bullheaded jackass is revolutionary and full of potential  it just isn t met here within this show  most of the supporting characters aren t fully fleshed characters but rather sad punching bags that want empathy from the audience for being punching bags  as in any sitcom  they are the ones who are made the most normal for the audience to relate to  and in doing this they negate the lead character to such an extent that we see bittinger being himself and harming people and they just stay there because    why  there is no reason  any normal people would have simply left the abuse  keeping them there without any real reason  even the really unbelievable one given by joanna cassidy in the very special   part abortion episode that has major problems of its own  is where the show just falls apart  to simply believe that people put up with this guy because we are told he has a heart of gold does not mesh with the reality of the situation  if anything  this isn t even dramedy  this is a badly plotted  conceived  and executed premise that had a few moments but overall met the fate it deserved  someone had the guts to go out and make a very good idea  but the execution is so haphazard that it just looks like a weirdly scripted version of the jerry springer show where someone is abused by this tyrant that we re supposed to root for because we are told to  a show like this requires a deft touch that the actors here could have provided easily  but somehow aren t able to  and that s a fatal error that really killed the program chalk it up to a show in its infancy  regardless  the show is worth a watch  but it really screwed up when trying to aim for the stars  and made the whole enterprise not what it could have been ,0
just watched it  me and my better half could not believe how awful and badly acted it was  if anyone else thinks its good then you must be easily pleased  i actually gave up a night out to watch this  its all been done before  ie  hostel springs to mind  but at least that did not make you cringe with the bad acting and lack of story line  same old stuff  re hatched i read so much about this film  i even recommended it to my mates  my fault someone said it was good  no more gory horror or reeling back in disgust than your average  scary movie  it has to be said  please don t bother with this movie  get mary poppins  now thats scary  i m off out now  go to the cinema and watch something scarier than this  little miss sunshine maybe,0
this could have been interesting   a japan set haunted house story from the viewpoint of a newly installed american family   but falls flat due to an over simplified treatment and the unsuitability of both cast and director the film suffers from the same problem i often encounter with the popular modern renaissance of such native fare  i e  the fact that the spirits demonstrate themselves to be evil for no real reason other than that they re expected to  besides  it doesn t deliver much in the scares department   a giant crab attack is merely silly   as  generally  the ghosts inhabit a specific character and cause him or her to act in a totally uncharacteristic way  such as susan george seducing diplomat friend of the family doug mcclure and edward albert force feeding his daughter a bowl of soup  at one point  an old monk turns up at the house to warn albert of the danger if they remain there   eventually  he s called upon to exorcise the premises  however  history is bound to repeat itself and tragedy is the only outcome of the tense situation duly created   leading to a violent yet unintentionally funny climax in which albert and mcclure  possessed by the spirits of their japanese predecessors  engage in an impromptu karate duel to the death  at the end of the day  this emerges an innocuous time waster   tolerable at just    minutes but  in no way  essential viewing ,0
